1000,10000,100000,1000000
0.0282,0.2884,3.6547,28.529
0.0365,0.3197,3.9992,37.1258
0.0328,0.3075,3.0185,29.1867
0.0277,0.2996,2.7408,28.6749
0.0426,0.3842,2.8877,31.6317
0.0389,0.3505,3.5951,37.9651
0.0439,0.3882,5.1331,34.6267
0.0312,0.2728,2.8401,29.7631
0.032,0.2828,2.5457,26.5216
0.0642,0.3449,3.9311,26.4092
,,,
1000,0.038,,
10000,0.324,,
100000,3.435,,
1000000,31.043,,
