1000,10000,100000,1000000
0.0049,0.0069,0.0087,0.0164
0.0068,0.0086,0.0176,0.0149
0.0062,0.0082,0.0165,0.012
0.0052,0.0067,0.0107,0.0188
0.0265,0.0079,0.0203,0.0168
0.0073,0.0094,0.0151,0.0187
0.0083,0.0104,0.0171,0.0133
0.0058,0.0074,0.0132,0.015
0.0057,0.0063,0.0098,0.0116
0.0061,0.0077,0.0115,0.0104
