1000,10000,100000,1000000
0.0599,0.3465,3.3113,31.1262
0.0479,0.4819,3.3222,27.8954
0.0306,0.3109,3.7321,32.1915
0.0276,0.288,2.822,30.9763
0.0299,0.3253,3.7596,34.7454
0.0505,0.2957,4.1878,31.0861
0.0611,0.4846,3.9534,29.7011
0.0469,0.3236,4.7061,30.7013
0.0865,0.445,4.245,30.4785
0.032,0.3107,3.0263,29.9991
